position	tp2	language	component	component_name
244	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2170	Cast Spells from Scrolls (and Other Items) at Character Level: v18
245	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2192	Limit Ability of Storekeepers to Identify Items -> Hybrid of both methods: v18
246	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2210	Change Grandmastery Bonuses -> True grandmastery [Baldurdash]: v18
247	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2250	Un-Nerfed Sorcerer Spell Progression Table: v18
248	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2260	Alter Mage Spell Progression Table -> Un-nerfed table [Blucher]: v18
249	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2270	Alter Bard Spell Progression Table -> Un-nerfed table [Blucher]: v18
250	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2280	Alter Cleric Spell Progression Table -> Un-nerfed table [Blucher]: v18
251	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2292	Alter Druid Spell and Level Progression Tables -> Use cleric level progression changes with normal druid spell table: v18
252	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2312	Add Save Penalties for Spells Cast by High-Level Casters -> Arcane and divine magic: v18
253	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2391	Alter Paladin Spell Progression Table -> BG2-Style Progression (Up To Level Six Spells) [TotoR]: v18
254	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2400	Alter Ranger Spell Progression Table -> Rangers Use Icewind Dale-Heart of Winter Spell Tables [grogerson]: v18
255	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2410	Druids Use 3E Alignment Restrictions: v18
256	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2420	Loosen Equipment Restrictions for Cleric Multi- and Dual-Classes: v18
257	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2430	Change Equipment Restrictions for Druid Multi- and Dual-Classes -> Loosen equipment restrictions: v18
258	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2500	Exceptional Strength Weight Limit Changes [sarevok57]: v18
259	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2520	Allow Mages to Use Bucklers and Thieves to Use Small Shields [Angel]: v18
260	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2540	Speed Up de'Arnise Keep Stronghold Quests: v18
261	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2590	Thieves Can Backstab With More Weapons With "Use Any Item" or as Dual- and Multi-Classes: v18
262	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	2999	Max HP at Level One: v18
263	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3000	Higher HP on Level Up -> Maximum: v18
264	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3008	Allow HP Rolls Through Level 20 [Angel]: v18
265	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3010	Maximum HP Creatures [the bigg] -> For all creatures in game: v18
266	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3040	Make Bags of Holding Bottomless: v18
267	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3080	Increase Ammo Stack Size -> Unlimited ammo stacking: v18
268	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3090	Increase Jewelry, Gem, and Miscellaneous Item Stacks -> Unlimited jewelry, gem, and miscellaneous item stacking: v18
269	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3100	Increase Potion Stacking -> Unlimited potion stacking: v18
270	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3110	Increase Scroll Stacking -> Unlimited scroll stacking: v18
271	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3290	Personalize Automatic Save Names -> Use scheme: 000000000-Protagonist-Save-Name: v18
272	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3300	Death Cam: v18
273	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3310	Start New Games with Party AI Turned Off: v18
274	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3354	Create Interval Saves [argent77] -> Every 15 minutes (cycle through four saves): v18
275	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3390	Automatic Use of Ranger Tracking Skill: v18
276	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	4031	Consistent Stats: Edwin -> Use BG2 values: v18
277	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	4041	Consistent Stats: Jaheira -> Use BG2 values: v18
278	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	4050	Change Jaheira to Neutral Good Alignment: v18
279	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	4061	Consistent Stats: Minsc -> Use BG2 values: v18
280	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	4071	Consistent Stats: Viconia -> Use BG2 values: v18
281	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	2000	Install all spell tweaks (if you don't select this, you will be given a chance to choose by category): 35.21
282	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	2500	Add 9 new arcane spells: 35.21
283	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	2510	Add 6 new divine spells (some borrowed from Divine Remix): 35.21
284	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	3041	Reduce the number of Arrows of Dispelling in stores -> Stores sell a maximum of 5 Arrows of Dispelling: 35.21
285	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	3505	Wider selection of random scrolls: 35.21
286	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	3540	Reduce the power of Inquisitors' Dispel Magic -> Inquisitors dispel at 1.5 x their level (not twice their level): 35.21
287	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4000	More Appropriate-Speed Bears: 35.21
288	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4115	Thieves assign skill points in multiples of five: 35.21
289	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4210	Randomize the maze in Watcher's Keep: 35.21
290	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4215	Remove unrealistically helpful items from certain areas: 35.21
291	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4218	Remove unrealistically convenient ammunition from the game -> Remove all ammo from random containers: 35.21
292	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	4250	Make spell sequencers and contingencies into innate abilities: 35.21
293	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	5900	Initialise AI components (required for all tactical and AI components): 35.21
294	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6000	Smarter general AI: 35.21
295	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6010	Better calls for help: 35.21
296	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6030	Smarter Mages: 35.21
297	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6040	Smarter Priests: 35.21
298	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6100	Potions for NPCs: 35.21
299	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6200	Improved Spiders: 35.21
300	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6300	Smarter sirines and dryads: 35.21
301	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6310	Slightly smarter carrion crawlers: 35.21
302	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6320	Smarter basilisks: 35.21
303	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6500	Improved golems: 35.21
304	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6510	Improved fiends and celestials: 35.21
305	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6520	Smarter genies: 35.21
306	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6540	Smarter dragons: 35.21
307	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6550	Smarter beholders: 35.21
308	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6560	Smarter mind flayers: 35.21
309	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6570	Smarter githyanki: 35.21
310	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6580	Improved Vampires: 35.21
311	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6590	Smarter Throne of Bhaal final villain: 35.21
312	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6800	Smarter Illasera: 35.21
313	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6810	Smarter Gromnir: 35.21
314	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6820	Smarter Yaga-Shura: 35.21
315	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6830	Smarter Abazigal: 35.21
316	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6840	Ascension versions of Irenicus and Sendai use SCS abilities and AI: 35.21
317	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	6850	Ascension demons use SCS abilities and AI: 35.21
318	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7000	Improved doppelgangers: 35.21
319	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7010	Tougher Black Talons and Iron Throne guards: 35.21
320	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7020	Improved deployment for parties of assassins: 35.21
321	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7030	Improved kobolds: 35.21
322	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7040	Relocated bounty hunters: 35.21
323	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7050	Improved Ulcaster: 35.21
324	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7060	Improved Balduran's Isle: 35.21
325	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7070	Improved Durlag's Tower: 35.21
326	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7080	Improved Demon Cultists: 35.21
327	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7090	Improved Cloakwood Druids: 35.21
328	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7100	Improved Bassilus: 35.21
329	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7110	Improved Drasus party: 35.21
330	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7130	Improved Red Wizards: 35.21
331	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7140	Improved Undercity assassins: 35.21
332	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7150	Improved Carsa/Kahrk interaction: 35.21
333	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7200	Tougher chapter-two end battle: 35.21
334	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7210	Tougher chapter-three end battle: 35.21
335	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7220	Tougher chapter-four end battle: 35.21
336	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7230	Tougher chapter-five end battle: 35.21
337	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7250	Improved final battle: 35.21
338	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	7900	Improved minor encounters: 35.21
339	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8010	Improved Shade Lord: 35.21
340	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8020	Spellcasting Demiliches: 35.21
341	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8040	Tie difficulty of level-dependent monster groupings to the difficulty slider: 35.21
342	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8050	Improved Random Encounters: 35.21
343	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8060	Improved de'Arnise Keep ("Tactics Remix"): 35.21
344	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8070	Improved Unseeing Eye: 35.21
345	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8080	Improved Bodhi: 35.21
346	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8085	Ascension version of Bodhi uses Improved-Bodhi abilities: 35.21
347	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8100	Improved battle with Irenicus in Spellhold: 35.21
348	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8110	Improved Sahuagin: 35.21
349	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8120	Improved Beholder hive: 35.21
350	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8130	Rebalanced troll regeneration: 35.21
351	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8140	Improved Drow: 35.21
352	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8150	Improved Watcher's Keep: 35.21
353	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8160	Improved Fire Giant temple: 35.21
354	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8170	Improved Sendai's Enclave: 35.21
355	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8180	Improved Abazigal's Lair: 35.21
356	STRATAGEMS/SETUP-STRATAGEMS.TP2	0	8190	Improved Minor Encounters: 35.21
357	ARTISANSKITPACK_TWEAK/ARTISANSKITPACK_TWEAK.TP2	0	12012	Artisan's Kitpack: Beastmaster - Modify Restrictions for Mod Items (install this after any mods that add mod axes, daggers, spears, armor, etc.)
358	ARTISANSKITPACK_TWEAK/ARTISANSKITPACK_TWEAK.TP2	0	3202	Artisan's Kitpack: Mystic Fire - Allow Wands and Mage Scrolls
359	ARTISANSKITPACK_TWEAK/ARTISANSKITPACK_TWEAK.TP2	0	3302	Artisan's Kitpack: Mystic Fire - Add spells from HLAs directly to spellbook up to maximum paladin casting level
360	ARTISANSKITPACK_TWEAK/ARTISANSKITPACK_TWEAK.TP2	0	8204	Artisan's Kitpack: Arcane Trickster (Sorcerer) - Enable Thief Equipment
361	EET_END/EET_END.TP2	0	0	EET end (last mod in install order) -> Standard installation
362	NPC_KIT_CHANGES/NPC_KIT_CHANGES.TP2	0	0	NPC Kit & Class Changes (Tier 1-3): v1.0
363	BARD_SPELL_FIX/BARD_SPELL_FIX.TP2	0	0	Add Bard spells to Aura and Safana CRE files: 1
364	EVANDRA_SORCERER/EVANDRA_SORCERER.TP2	0	0	Convert Evandra from Illusionist Mage to Sorcerer: 2
365	SKIE_SKILL_FIX/SKIE_SKILL_FIX.TP2	0	0	Redistribute Skie Move Silently points to Open Locks (Swashbuckler fix): 1
366	SAFANA_SNARE_FIX/SAFANA_SNARE_FIX.TP2	0	0	Remove Thief Set Snare (SPCL412) from Safana CRE files: 1
367	MAZZY_PROF_FIX/MAZZY_PROF_FIX.TP2	0	0	Cap Mazzy Short Bow to 4 pips, redistribute to Short Sword: 1
368	VICONIA_MULTICLASS/VICONIA_MULTICLASS.TP2	0	0	Convert Viconia to Cleric/Thief multiclass: 1
369	CD_RUMIKP/CD_RUMIKP.TP2	0	0	Rumi KPop Soundset
370	ALORA/ALORA.TP2	0	0	Alora Soundset
371	AK_MULTICLASS_PROFS_FIX/AK_MULTICLASS_PROFS_FIX.TP2	0	0	Fix missing multiclass proficiency stats in Artisan's Kitpack: 2
372	XAN_EK_FIX/XAN_EK_FIX.TP2	0	0	Fix Xan Eldritch Knight for EET (patches XAN_, XAN4, XAN6, TTXAN): 1
373	CD_AJANTI/CD_AJANTI.TP2	0	0	Ajantis Soundset
374	CD_DRANGER/CD_DRANGER.TP2	0	0	Dranger Soundset (Sylvanas Windrunner)
375	EDWIN_AMULET_FIX/EDWIN_AMULET_FIX.TP2	0	0	Remove bonus spell slots from Edwin's Amulet (MISC89): 1.0
376	KIVAN_QUEST_FIX/SETUP-KIVAN_QUEST_FIX.TP2	0	0	BG1NPC Kivan Sea Elf Quest - SCS Compatibility Fix: 1.0
377	SR_SUBSPELL_FIX/SR_SUBSPELL_FIX.TP2	0	0	Remove SR hidden subspells from joinable NPC spellbooks: 1.0
378	AURA_BALANCE_PATCH/SETUP-AURA_BALANCE_PATCH.TP2	0	0	Aura NPC Balance Patch: v1.0
379	BEARSKIN_MAIL_FIX/SETUP-BEARSKIN_MAIL_FIX.TP2	0	0	Red Bearskin Mail - Rashemi Berserker Kit Usability Fix: 1.0
380	AURA_BALANCE_PATCH_SPELLS/SETUP-AURA_BALANCE_PATCH_SPELLS.TP2	0	0	Aura Balance Patch - Spell Effects: v1.0
381	BRANWEN_HAMMER_FIX/SETUP-BRANWEN_HAMMER_FIX.TP2	0	0	SR Branwen Spiritual Hammer (SPIN113) - Fix param1 for Create Weapon: 1.0
382	BG2EE-EET-FIXPACK/BG2EE-EET-FIXPACK.TP2	0	101	Branwen BG2: Kit Fix (applies BG1 kit to BG2 CREs): 1.0
383	BG2EE-EET-FIXPACK/BG2EE-EET-FIXPACK.TP2	0	200	EEex NPC Stat Transfer: BG1 tome bonuses carry to BG2 companions [requires EEex]: 1.0
384	BG2EE-EET-FIXPACK/BG2EE-EET-FIXPACK.TP2	0	100	Ajantis BG2: Kit Fix (applies BG1 kit to BG2 CREs): 1.0
385	BG2EE-EET-FIXPACK/BG2EE-EET-FIXPACK.TP2	0	400	Edwin Spell Slot Rebalance: strip vanilla CRE-baked +2/level, kit delivers +1/level via new CLAB (AK Red Wizard): 1.0
386	BG2EE-EET-FIXPACK/BG2EE-EET-FIXPACK.TP2	0	300	Evil NPCs: complain but never leave due to high reputation (HAPPY.2DA cap): 1.0
387	XAN_SOUNDSET/XAN_SOUNDSET.TP2	0	0	Xan
388	RONDAK/RONDAK.TP2	0	0	Rondak
389	ELEM_PRINCE_CLAB_FIX/SETUP-ELEM_PRINCE_CLAB_FIX.TP2	0	0	Remove Elemental Prince Call (SPPR724) from Druid/Ranger CLAB tables: 1.0
390	YESLICK_KELDORN_DISPEL_FIX.TP2	0	0	Fix Yeslick and Keldorn dispel magic (friendly fire + uncapped Yeslick): v1.0
391	BARDICWONDERS/SETUP-BARDICWONDERS.TP2	0	1012	Bardic Wonders: Gallant Paladin Kit
392	BARDICWONDERS/SETUP-BARDICWONDERS.TP2	0	3001	Bardic Wonders: Patch Dialogue Class Checks for: Gallant, Mage/Bard and Fighter/Mage/Bard (install late)
393	ZG_BGNPC_VOICES_BGS/ZG_BGNPC_VOICES_BGS.TP2	0	0	Baldur's Gate NPC Voice Pack for EE 2.6+: 0.3.1-bgs
394	FADE_FT_FIX/SETUP-FADE_FT_FIX.TP2	0	0	Convert Fade NPC to Fighter/Thief multiclass: 2
395	EET_TWEAKS/EET_TWEAKS.TP2	0	2042	XP for Traps, Spells and Lockpicking -> Vanilla friendly progressive: 1.12
396	CD_NEERA/CD_NEERA.TP2	0	0	Neera Soundset
397	FADE_FT_PATCH/SETUP-FADE_FT_PATCH.TP2	0	0	Fade F/T patch: proficiency pips + amulet usability: 1
398	CD_SAFANA/CD_SAFANA.TP2	0	0	Safana Soundset
399	CD_JAHEBG1/CD_JAHEBG1.TP2	0	0	Jaheira BG1 Soundset
400	CD_JAHEBG2/CD_JAHEBG2.TP2	0	0	Jaheira BG2 Soundset
401	CD_YESLICK/CD_YESLICK.TP2	0	0	Yeslick Soundset
402	CD_EDWNBG1/CD_EDWNBG1.TP2	0	0	Edwin BG1 Soundset
403	CD_EDWNBG2/CD_EDWNBG2.TP2	0	0	Edwin BG2 Soundset
404	CD_AERIE/CD_AERIE.TP2	0	0	Aerie Soundset
405	CD_SAFSOD/CD_SAFSOD.TP2	0	0	Safana SoD Soundset
406	__EXTRACT.TP2	0	0	?????? -> : ???
407	__IDS.TP2	0	0	?????? -> : ???
408	SETUP-CHRIZ-BG-MODPACK.TP2	0	430	Use Any Item: scrolls cast at a fair caster level for non-casters (CDTweaks #2170 fix): v0.1.0
409	CBM_UAI_SCROLL/CBM_UAI_SCROLL.TP2	0	0	Use Any Item: scrolls cast at a fair caster level for non-casters (CDTweaks #2170 fix): 1.0
410	SAFANA/SAFANA.TP2	0	0	Safana in Amn: v0.5
411	SAFANA_LATE_SPELLS/SAFANA_LATE_SPELLS.TP2	0	0	Safana BG1 template: extend Bard known spells to L6 for SoA/ToB coverage: 1
412	CD_IMOBG1/CD_IMOBG1.TP2	0	0	Imoen (BG1) Soundset
413	CD_IMOBG2/CD_IMOBG2.TP2	0	0	Imoen (BG2) Soundset
414	PRIEST_DELIVERY_FIX/PRIEST_DELIVERY_FIX.TP2	0	0	Priest spell CLAB delivery fix (AK 0x00/0x40/0x80 mis-sort): 1.0
415	SETUP-CHRIZ-BG-MODPACK.TP2	0	440	Ascension Improved Slayer Transformation: repair the EE Fixpack branch (fizzled transformation kills the player): v0.1.0
416	SETUP-CHRIZ-BG-MODPACK.TP2	0	450	SCS shapeshift spell tweak: restore the five forms broken by EE Fixpack (Mind Flayer/Iron Golem/Giant Troll/Spider/Mustard Jelly): v0.1.0
417	SETUP-CHRIZ-BG-MODPACK.TP2	0	600	Disable UB "Cat and Mouse" Bodhi hunts in the Spellhold maze (and fix the ultimatum deadlock under SCS): v0.1.0
418	CDTWEAKS/SETUP-CDTWEAKS.TP2	0	3347	Increase Party Movement Speed and/or Casting Speed Outside of Combat [argent77] -> Customize (via cdtweaks.txt): v18
419	AKCB_BERSERKER/SETUP-AKCB_BERSERKER.TP2	0	0	Berserker Overhaul Rebalance: no self-harm, rage immunities, low-HP resistances, Hardiness restored: 2.0
420	CD_SAREVOK/CD_SAREVOK.TP2	0	0	Sarevok Soundset
421	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	100	SoD remix: rest-ambush chance reduced 5x (felt rate): v0.5.0
422	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	110	SoD remix: keep all companions at SoD start: v0.5.0
423	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	120	SoD remix: remove the hooded man from the mid-campaign: v0.5.0
424	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	130	SoD remix: skip the four chapter rest-dreams: v0.5.0
425	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	140	SoD remix: prologue - skip the Korlasz dungeon: v0.5.0
426	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	150	SoD remix: prologue - no assassination night, crusade council: v0.5.0
427	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	145	SoD remix: prologue - no auto-granted starting party (new/imported SoD): v0.5.0
428	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	160	SoD remix: prologue - Imoen stays and is recruitable: v0.5.0
429	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	170	SoD remix: prologue - the Korlasz jailbreak: v0.5.0
430	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	180	SoD remix: prologue - celebration and Caelar's proclamation: v0.5.0
431	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	185	SoD remix: prologue - Entar Silvershield removed (stays dead): v0.5.0
432	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	190	SoD remix: prologue - Skie's second-night bedroom visit removed: v0.5.0
433	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	195	SoD remix: prologue - assassination and poison references scrubbed: v0.5.0
434	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	200	SoD remix: Coast Way Crossing - fewer spiders, fairer bridge fight: v0.5.0
435	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	210	SoD remix: Coast Way Forest removed - Rasaad recruits at the camp: v0.5.0
436	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	220	SoD remix: the dwarven dig site re-garrisoned: v0.5.0
437	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	900	SoD remix: treasure from removed content -> Collected in the camp chest at the Coast Way crossing: v0.5.0
438	SETUP-EEEXREMOTE.TP2	0	0	EEex Remote Console: v0.2.0
439	CHRIZ-BG-REBALANCE/SETUP-CHRIZ-BG-REBALANCE.TP2	0	101	?????? -> : ???
440	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	175	SoD remix: prologue - the XP ledger: Liia's reward after the jailbreak: v0.5.0
441	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	230	SoD remix: the road north - fewer, cleaner enemy camps: v0.5.0
442	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	240	SoD remix: Forest of Wyrms - bugbear cave removed, temple behind the dragon: v0.5.0
443	CHRIZ-SOD-REMIX/SETUP-CHRIZ-SOD-REMIX.TP2	0	250	SoD remix: Morentherene - a real dragon on Hard and Insane: v0.5.0
444	SETUP-ABETTORHLAREBALANCE.TP2	0	0	Abettor of Mask: Symphony of the Dark Children finite-song rebalance: 1.0.0
445	SETUP-CHRIZ-BG-REBALANCE.TP2	0	400	Cleric of Tempus: weapon training — axe, longsword, crossbow, and two-pip mastery: v0.2.0
446	SETUP-CHRIZ-BG-REBALANCE.TP2	0	401	Cleric of Tempus: Holy Power compatibility -> Cleric of Tempus: Holy Power — automatic semantic detection (recommended): v0.2.0
447	SETUP-CHRIZ-BG-REBALANCE.TP2	0	404	Cleric of Tempus: Chaos of Battle — one announced battle tide per cast: v0.2.0
448	SETUP-CHRIZ-BG-REBALANCE.TP2	0	405	Cleric of Tempus: Divination toll — Tempus grants no future sight: v0.2.0
449	AKCB_SHAPESHIFTER/SETUP-AKCB_SHAPESHIFTER.TP2	0	0	Shapeshifter Overhaul Rebalance: greater werewolf uses the humanoid pathfinding footprint (fits through doors): 1.0
450	SETUP-CHRIZ-BG-REBALANCE.TP2	0	407	Cleric of Tempus: weapon specialization grants extra attacks -> EEex variant: exactly +1/2 attack while wielding a specialized weapon (recommended): v0.2.0
451	SETUP-CHRIZ-BG-REBALANCE.TP2	0	408	Cleric of Tempus: updated kit and ability descriptions: v0.2.0
452	SETUP-CHRIZ-BG-REBALANCE.TP2	0	409	Cleric of Tempus: EEex specialization APR — re-ship the listener (fixes the runaway attacks-per-round of the v0.1.0 listener): v0.2.0
453	TNT/TNT.TP2	0	2	Improved trap detection: instant detection: v8.40
454	TNT/TNT.TP2	0	14	Improved trap detection: core (REQUIRED for any of previous traps components to work): v8.40
455	SETUP-CHRIZ-BG-REBALANCE.TP2	0	120	SCS + Spell Revisions: repair false weapon-protection semantics: v0.2.0
456	SETUP-CHRIZ-BG-REBALANCE.TP2	0	121	EEex + SCS: ambient caster readiness and one honest first-contact defense: v0.2.0
